詩人,性別,唐詩紀事卷,birth-death,,,Geography,背景,當官年代,,
 641. 杜淹: 3 首,male,,?-628,,,"唐朝--關內道--京兆--長安(Chang'an),	唐朝--嶺南道--恩州--杜陵(Duling)","poet詩人,skilled at writing工於文,office: chief councilor[宰相]",617-626,,
 642. 崔善為: 3 首,male,,,,,	唐朝--河北道--貝州--清河(Qinghe),skilled at writing工於文,599-627,,
 643. 歐陽詢: 3 首,male,,?-641,,,唐朝--江南道--潭州--長沙(Changsha),"calligrapher書法家,poet詩人,civil office[為官者：文]",599-627,,
 644. 元萬頃: 3 首,male,,?-689,,,唐朝--河北道--河南--洛陽(Luoyang),skilled at writing工於文,667-697,,
 645. 陳元光: 3 首,male,,657-711,,,唐朝--河南道--光州--固始(Gushi),"poet詩人,skilled at writing工於文",680-?,,
 646. 張敬忠: 3 首,male,,,,,唐朝--關內道--京兆(Jingzhao),"poet詩人,skilled at writing工於文",707-719,,
 647. 張昌宗: 3 首,male,,?-705,,,	唐朝--河北道--定州--義豐(Yifeng),"poet詩人,civil office[為官者：文]",699-?,,
 648. 喬備: 3 首,male,,,,,唐朝--關內道--同州--馮翊(Fengyi),poet詩人,703-?,,
 649. 尹懋: 3 首,male,,,,,唐朝--河北道--瀛州--河間(Hejian),poet詩人,,,
 650. 李崇嗣: 3 首,male,,?-679,,,,,,,
 651. 韋安石: 3 首,male,,651-714,,,"唐朝--關內道--京兆--長安(Chang'an),唐朝--關內道--京兆--萬年(Wannian)","poet詩人,office: chief councilor[宰相]",684-838?,,
 652. 源幹曜: 3 首,,,,,,,,,,
 653. 王丘: 3 首,male,,,,,,poet詩人,,,
 654. 周瑀: 3 首,male,,,,,	唐朝--江南道--潤州--曲阿(Qu'e),poet詩人,,,
 655. 孫處玄: 3 首,,,,,,,,,,
 656. 徐延壽: 3 首,male,,,,,"	唐朝--江南道--潤州(Run Zhou),	唐朝--江南道--潤州--江寧(Jiangning)",poet詩人,,,
 657. 李昂2: 3 首,,,,,,,,,,
 658. 陳希烈: 3 首,male,,?-757,,,	唐朝--河南道--宋州(Song Zhou),"poet詩人,skilled at writing工於文",714-754,,
 659. 宋昱: 3 首,male,,?-756,,,,"poet詩人,skilled at writing工於文",742-753,,
 660. 崔翹: 3 首,male,,,,,	唐朝--河南道--齊州--全節(Quanjie),"poet詩人,skilled at writing工於文,civil office[為官者：文]",727-748,,
 661. 陸海: 3 首,male,,,,,	唐朝--江南道--蘇州--吳縣(Wu Xian),poet詩人,766-?,,
 662. 張萬頃: 3 首,male,,,,,,poet詩人,747-761,,
 663. 樓穎: 3 首,male,,,,,,poet詩人,,,
 664. 褚朝陽: 3 首,male,,,,,,poet詩人,,,
 665. 畢耀: 3 首,male,,,,,唐朝--河南道--鄆州--東平(Dongping),poet詩人,741-759,,
 666. 趙征明: 3 首,,,,,,,,,,
 667. 韋夏卿: 3 首,male,,743-806,,,	唐朝--關內道--京兆--萬年(Wannian),"poet詩人,skilled at writing工於文",783-805,,
 668. 張眾甫: 3 首,,,,,,,,,,
 669. 丁澤: 3 首,male,,,,,,"poet詩人,skilled at writing工於文",,,
 670. 王表: 3 首,male,,,,,,poet詩人,785-?,,
 671. 何兆: 3 首,male,,,,,	蜀(Shu),poet詩人,,,
 672. 陸羽: 3 首,male,,733-850,,,唐朝--山南道--復州--竟陵(Jingling),"poet詩人,man of culture文人,skilled at writing工於文,recluse[隱士]",780-?,,
 673. 鄭常: 3 首,male,,?-787,,,,poet詩人,785-785,,
 674. 劉迥: 3 首,male,,?-780,,,唐朝--河南道--徐州--彭城(Pengcheng),poet詩人,766-806?,,
 675. 韋渠牟: 3 首,male,,749-801,,,唐朝--關內道--京兆--萬年(Wannian),"calligrapher書法家,poet詩人,skilled at writing工於文",786-800,,
 676. 竇參: 3 首,male,,734-793,,,唐朝--關內道--京兆(Jingzhao),,783-790,,
 677. 韋皋: 3 首,,,,,,,,,,
 678. 崔子向: 3 首,male,,,,,唐朝--江南道--潤州--江寧(Jiangning),,785-?,,
 679. 李吉甫: 3 首,male,,758-814,,,"唐朝--關內道--京兆--長安(Chang'an),唐朝--河北道--趙州--贊皇(Zanhuang)","poet詩人,skilled at writing工於文,office: chief councilor[宰相]",792-815,,
 680. 柳公綽: 3 首,male,,768-832,,,	唐朝--關內道--京兆--華原(Huayuan),"calligrapher書法家,poet詩人,skilled at writing工於文,civil office[為官者：文]",804-823,,
 681. 林藻: 3 首,male,,,,,唐朝--江南道--泉州--莆田(Putian),"poet詩人,skilled at writing工於文,civil office[為官者：文]",,,
 682. 潘孟陽: 3 首,male,,764-815,,,唐朝--河北道--冀州--信都(Xindu),poet詩人,799-813,,
 683. 崔立之: 3 首,male,,,,,	河北道--定州--博陵(Boling),skilled at writing工於文,812-813,,
 684. 範傳正: 3 首,,,,,,,,,,
 685. 張賈: 3 首,male,,?-830,,,	唐朝--河東道--蒲州--猗氏(Yishi),skilled at writing工於文,805-827,,
 686. 張文規: 3 首,male,,,,,唐朝--河東道--蒲州--猗氏(Yishi),"poet詩人,civil office[為官者：文]",,,
 687. 張匯: 3 首,male,,,,,宋朝--兩浙東路--溫州--永嘉(Yongjia),literati士人,,,
 688. 陳通方: 3 首,male,,768-812,,,	唐朝--江南道--福州--閩縣(Min Xian),poet詩人,,,
 689. 皇甫湜: 3 首,male,,777-835,,,	唐朝--河北道--河南--新安(Xin'an),"poet詩人,skilled at writing工於文",,,
 690. 盧拱: 3 首,male,,,,,,poet詩人,,,
 691. 劉猛: 3 首,male,,,,,唐朝--河南道--徐州--彭城(Pengcheng),poet詩人,,,
 692. 葉季良: 3 首,male,,,,,,poet詩人,,,
 693. 湛賁: 3 首,male,,,,,,,,,
 694. 周弘亮: 3 首,male,,,,,,poet詩人,,,
 695. 張仲方: 3 首,male,,,,,唐朝--關內道--京兆--長安(Chang'an),"poet詩人,civil office[為官者：文]",,,
 696. 崔玄亮: 3 首,male,,768-833,,,唐朝--河北道--磁州--滏陽(Fuyang),skilled at writing工於文,635?-833,,
 697. 符載: 3 首,male,,760-?,,,唐朝--關內道--鳳翔(Fengxiang),,802-809,,
 698. 孫叔向: 3 首,male,,,,,,poet詩人,,,
 699. 劉皂: 3 首,male,,,,,唐朝--關內道--京兆--咸陽(Xianyang),poet詩人,813-?,,
 700. 林傑: 3 首,male,,831-847,,,唐朝--江南道--福州--閩縣(Min Xian),"calligrapher書法家,poet詩人",,,
 701. 蔡京: 3 首,male,,?-863,,,	唐朝--河南道--鄆州(Yun Zhou),"poet詩人,skilled at writing工於文",854-862,,
 702. 柳公權: 3 首,male,,778-865,,,	唐朝--關內道--京兆--華原(Huayuan),"calligrapher書法家,poet詩人,skilled at writing工於文,civil office[為官者：文]",819-840,,
 703. 楊敬之: 3 首,male,,,,,唐朝--河南道--虢州--弘農(Hongnong),skilled at writing工於文,823-838,,
 704. 陳至: 3 首,,,,,,,,,,
 705. 張蕭遠: 3 首,male,,,,,唐朝--淮南道--和縣--烏江(Wujiang),poet詩人,,,
 706. 鄭還古: 3 首,male,,,,,,"poet詩人,skilled at writing工於文",,,
 707. 朱晝: 3 首,male,,,,,遼朝--西京道--蔚州--廣陵(Guangling),"poet詩人,man of culture文人",,,
 708. 滕邁: 3 首,male,,,,,,,831-839,,
 709. 李餘: 3 首,male,,,,,	唐朝--劍南道--成都--成都(Chengdu),poet詩人,,,
 710. 白敏中: 3 首,male,,792-861,,,唐朝--河東道--太原--太谷(Taigu),"poet詩人,skilled at writing工於文,office: chief councilor[宰相]",836-861,,
 711. 常楚老: 3 首,male,,803-?,,,,"poet詩人,man of culture文人",835-?,,
 712. 平曾: 3 首,male,,,,,,poet詩人,,,
 713. 魏扶: 3 首,male,,?-850,,,,skilled at writing工於文,842-849,,
 714. 楊收: 3 首,male,,816-869,,,"天興(Tianxing),唐朝--關內道--同州--馮翊(Fengyi)","poet詩人,office: chief councilor[宰相]",861-866,,
 715. 賈馳: 3 首,male,,,,,,"poet詩人,man of culture文人",,,
 716. 鄭渥: 3 首,male,,,,,,"poet詩人,skilled at writing工於文,office: chief councilor[宰相]",,,
 717. 紀唐夫: 3 首,male,,,,,,"poet詩人,man of culture文人",,,
 718. 崔知賢: 3 首,male,,,,,,poet詩人,,,
 719. 陳嘉言: 3 首,,,,,,,,,,
 720. 陸贄: 3 首,male,,754-805,,,唐朝--江南道--蘇州--嘉興(Jiaxing),"poet詩人,office: chief councilor[宰相]",783-795,,
 721. 鄭史: 3 首,male,,,,,	唐朝--江南道--袁州--宜春(Yichun),poet詩人,862-?,,
 722. 元晦: 3 首,,,,,,,,,,
 723. 黃頗: 3 首,male,,,,,唐朝--江南道--袁州--宜春(Yichun),poet詩人,714-?,,
 724. 劉綺莊: 3 首,male,,,,,唐朝--江南道--常州(Chang Zhou),poet詩人,847-?,,
 725. 楊牢: 3 首,male,,802-858,,,唐朝--關內道--華州--華陰(Huayin),poet詩人,813-841,,
 726. 潘緯: 3 首,male,,,,,唐朝--江南道--湘南;南湘(Xiangnan; Nanxiang),poet詩人,,,
 727. 武瓘: 3 首,male,,,,,宋朝--江南東路--池州--貴池(Guichi),poet詩人,,,
 728. 李騭: 3 首,male,,?-870,,,,,833-868,,
 729. 張孜: 3 首,male,,,,,唐朝--關內道--京兆(Jingzhao),poet詩人,,,
 730. 趙鴻: 3 首,male,,,,,唐朝--河南道--蔡州(Cai Zhou),poet詩人,867-?,,
 731. 宋齊丘: 3 首,male,,887-?,,,"唐朝--江南道--洪州--南昌(Nanchang),唐朝--江南道--吉州--廬陵(Luling)","skilled at writing工於文,office: chief councilor[宰相]",839?-?,,
 732. 吉師老: 3 首,male,,,,,,poet詩人,,,
 733. 法照: 3 首,male,,,,,唐朝--江南道--台州--黃巖(Huangyan),poet詩人,,,
 734. 滕傳胤: 3 首,male,,,,,,poet詩人,,,
 735. 湘中蛟女: 3 首,,female,,,,,,,,
 736. 龍女: 3 首,,female,,,,,,,,
 737. 何光遠: 3 首,male,,,,,唐朝--河南道--海州--東海(Donghai),civil office[為官者：文],,,
 738. 李縠: 3 首,male,,,,,	唐朝--隴右道--沙州--燉煌(Dunhuang),poet詩人,877-?,,
 739. 顏萱: 3 首,male,,,,,,poet詩人,,,
 740. 顧在鎔: 3 首,male,,,,,唐朝--江南道--蘇州(Su Zhou),poet詩人,,,
 741. 孫偓: 3 首,male,,,,,"唐朝--河東道--潞州--涉縣(She Xian),唐朝--河北道--冀州--武邑(Wuyi)","poet詩人,office: chief councilor[宰相]",895-896,,
 742. 王渙: 3 首,male,,859-901,,,,poet詩人,892-900,,
 743. 戴司顏: 3 首,male,,,,,,poet詩人,893-?,,
 744. 孫合: 3 首,,,,,,,,,,
 745. 李琪: 3 首,,,,,,,,,,
 746. 路德延: 3 首,male,,,,,唐朝--河北道--魏州--冠氏(Guanshi),,905-?,,
 747. 盧頻: 3 首,male,,,,,,poet詩人,,,
 748. 鄭良士: 3 首,male,,856-?,,,	唐朝--江南道--泉州--仙遊(Xianyou),"poet詩人,man of culture文人",893-?,,
 749. 胡令能: 3 首,male,,,,,,poet詩人,,,
 750. 伍唐珪: 3 首,male,,,,,唐朝--江南道--袁州--宜春(Yichun),poet詩人,,,
 751. 陳光: 3 首,,,,,,,,,,
 752. 捧劍僕: 3 首,,,,,,,,,,
 753. 黃巢: 3 首,male,,?-884,,,	唐朝--河南道--曹州--冤句(Yuanju),"poet詩人,rebel叛臣",,,
 754. 羅紹威: 3 首,male,,877-910,,,"	興唐(Xingtang),唐朝--河北道--魏州--貴鄉(Guixiang)","calligrapher書法家,poet詩人,civil office[為官者：文]",777?-?,,
 755. 羅袞: 3 首,,,,,,,,,,
 756. 趙光逢: 3 首,male,,?-927,,,唐朝--關內道--京兆--奉天(Fengtian),poet詩人,885-?,,
 757. 鐘謨: 3 首,,,,,,,,,,
 758. 王感化: 3 首,male,,,,,	唐朝--江南道--建州(Jian Zhou),poet詩人,,,
 759. 馮涓: 3 首,male,,,,,"唐朝--河北道--冀州--信都(Xindu),	唐朝--江南道--婺州--東陽(Dongyang)","poet詩人,skilled at writing工於文",877-?,,
 760. 楊玢: 3 首,male,,,,,	唐朝--河南道--虢州--弘農(Hongnong),poet詩人,860-965,,
 761. 詹琲: 3 首,male,,,,,唐朝--河南道--光州--固始(Gushi),poet詩人,,,
 762. 張立: 3 首,,,,,,,,,,
 763. 蘇廣文: 3 首,male,,,,,	唐朝--關內道--京兆--藍田(Lantian),poet詩人,,,
 764. 李舜弦: 3 首,female,,?-926,,,,poet詩人,,,
 765. 王韞秀: 3 首,female,,727-777,,,	唐朝--河東道--太原--祁縣(Qi Xian),poet詩人,,,
 766. 孫氏: 3 首,,,,,,,,,,
 767. 程長文: 3 首,female,,,,,唐朝--江南道--饒州--鄱陽(Poyang),"poet詩人,man of culture文人",,,
 768. 崔鶯鶯: 3 首,female,,784-?,,,,"poet詩人,man of culture文人",,,
 769. 劉雲: 3 首,female,,,,,,poet詩人,,,
 770. 張琰: 3 首,,,,,,,,,,
 771. 劉媛: 3 首,female,,,,,,,,,
 772. 劉瑤: 3 首,female,,,,,,poet詩人,,,
 773. 廉氏: 3 首,female,,,,,,"poet詩人,man of culture文人",,,
 774. 王福娘: 3 首,female,,,,,唐朝--河東道--蒲州--臨晉(Linjin),poet詩人,,,
 775. 徐月英: 3 首,male,,,,,,poet詩人,,,
 776. 元淳: 3 首,female,,,,,,"Daoist nun道姑(女冠),poet詩人,man of culture文人",,,
 777. 慧宣: 3 首,,,,,,,,,,
 778. 景雲: 3 首,,,,,,,,,,
 779. 知玄: 3 首,,,,,,,,,,
 780. 澹交: 3 首,,,,,,,,,,
 781. 若虛: 3 首,,,,,,,,,,
 782. 曇域: 3 首,male,,,,,	唐朝--淮南道--揚州(Yang Zhou),poet詩人,,,
 783. 幹康: 3 首,,,,,,,,,,
 784. 惟審: 3 首,male,,,,,,poet詩人,,,
 785. 許宣平: 3 首,male,,,,,唐朝--河北道--河南--新安(Xin'an),poet詩人,,,
 786. 馬湘: 3 首,male,,?-856,,,	唐朝--江南道--杭州--鹽官(Yanguan),poet詩人,,,
 787. 李夢符: 3 首,male,,,,,,poet詩人,,,
 788. 張白: 3 首,,,,,,,,,,
 789. 眉娘: 3 首,female,,,,,,poet詩人,,,
 790. 上元夫人: 3 首,female,,,,,,,,,
 791. 韋璜: 3 首,male,,?-759,,,,poet詩人,,,
 792. 西施: 3 首,,,,,,,,,,
 793. 王軒: 3 首,male,,,,,,poet詩人,,,
 794. 劉行敏: 3 首,male,,,,,,poet詩人,,,
 795. 裴諝: 3 首,male,,720-794,,,唐朝--河北道--河南--洛陽(Luoyang),"painter畫家, poet詩人,skilled at writing工於文,civil office[為官者：文]",757-787,,
 796. 徐昌圖: 3 首,male,,,,,唐朝--江南道--泉州--莆田(Putian),"skilled at writing工於文,civil office[為官者：文]",968-?,,
 797. 李旦: 2 首,male,,662-716,,,	唐朝--關內道--京兆--長安(Chang'an),"skilled at writing工於文,emperor[皇帝]",677-712,,
 798. 孟昶: 2 首,male,,?-965,,,"	唐朝--河南道--汴州--開封(Kaifeng),唐朝--河北道--邢州--龍岡(Longgang)","skilled at writing工於文,ruler統治者",?-965,,
 799. 劉晃: 2 首,male,,,,,唐朝--河南道--汴州--尉氏(Weishi),poet詩人,723-?,,
 800. 王晙: 2 首,,,,,,,,,,
 801. 崔玄童: 2 首,male,,,,,唐朝--河北道--深州--安平(Anping),poet詩人,723-?,,
 802. 何鸞: 2 首,male,,,,,,,707-727,,
 803. 蔣挺: 2 首,male,,,,,	唐朝--江南道--常州--義興(Yixing),skilled at writing工於文,713-725,,
 804. 姜皎: 2 首,male,,663-722,,,唐朝--隴右道--秦州--上邽(Shanggui),"poet詩人,skilled at writing工於文,civil office[為官者：文]",703-712,,
 805. 夏侯孜: 2 首,male,,?-869,,,,skilled at writing工於文,854-864,,
 806. 張齊賢: 2 首,male,,,,,唐朝--河南道--陝州(Shan Zhou),skilled at writing工於文,698-710,,
 807. 鄭善玉: 2 首,male,,,,,,poet詩人,713-?,,
 808. 胡雄: 2 首,male,,,,,,poet詩人,712-712,,
 809. 祝欽明: 2 首,male,,?-712,,,唐朝--關內道--京兆(Jingzhao),skilled at writing工於文,684-712,,
 810. 歸登: 2 首,male,,754-820,,,唐朝--江南道--蘇州--吳縣(Wu Xian),"calligrapher書法家,poet詩人,civil office[為官者：文]",799-819,,
 811. 杜羔: 2 首,male,,?-821,,,唐朝--河北道--相州--洹水(Yuanshui),poet詩人,811-819,,
 812. 張昭: 2 首,male,,894-972,,,唐朝--河南道--濮州--范縣(Fan Xian),skilled at writing工於文,?-960,,
 813. 劉氏雲: 2 首,,,,,,,,,,
 814. 梁獻: 2 首,male,,,,,,"poet詩人,skilled at writing工於文,civil office[為官者：文]",713-?,,
 815. 顧朝陽: 2 首,male,,,,,,poet詩人,,,
 816. 吳燭: 2 首,male,,,,,,poet詩人,,,
 817. 杜頠: 2 首,male,,,,,,skilled at writing工於文,,,
 818. 張修之: 2 首,male,,,,,,poet詩人,,,
 819. 裴交泰: 2 首,male,,,,,,poet詩人,,,
 820. 張烜: 2 首,male,,,,,,poet詩人,726-742,,
 821. 王沈: 2 首,male,,,,,,poet詩人,,,
 822. 柯崇: 2 首,male,,838-?,,,,poet詩人,,,
 823. 鄒紹先: 2 首,male,,,,,唐朝--山南道--鄧州--新野(Xinye),"calligrapher書法家,poet詩人",777-?,,
 824. 虞羽客: 2 首,male,,,,,,poet詩人,,,
 825. 張熾: 2 首,male,,,,,,poet詩人,,,
 826. 王訓: 2 首,,,,,,,,,,
 827. 李章: 2 首,,,,,,,,,,
 828. 李景伯: 2 首,male,,?-727,,,	唐朝--河北道--邢州--柏仁(Bairen),poet詩人,709-711,,
 829. 滕潛: 2 首,male,,,,,,"poet詩人,skilled at writing工於文,civil office[為官者：文]",,,
 830. 謝偃: 2 首,male,,?-643,,,唐朝--河北道--衛州--衛縣(Wei Xian),poet詩人,599-637,,
 831. 竇威: 2 首,male,,,,,唐朝--關內道--岐州--扶風(Fufeng),poet詩人,599-792?,,
 832. 杜正倫: 2 首,male,,,,,唐朝--河北道--相州--洹水(Yuanshui),poet詩人,599-658,,
 833. 崔信明: 2 首,male,,,,,唐朝--河南道--青州--益都(Yidu),"poet詩人,man of culture文人,civil office[為官者：文]",611-?,,
 834. 馬周: 2 首,male,,601-648,,,"唐朝--河北道--博州--博平(Boping),	唐朝--河北道--貝州--清河(Qinghe)","poet詩人,skilled at writing工於文,office: chief councilor[宰相]",622-648,,
 835. 張文恭: 2 首,male,,,,,,poet詩人,,,
 836. 李敬玄: 2 首,male,,615-682,,,	唐朝--河南道--亳州--譙縣(Qiao Xian),poet詩人,666-677,,
 837. 楊思玄: 2 首,male,,,,,唐朝--關內道--華州--華陰(Huayin),"poet詩人,skilled at writing工於文,civil office[為官者：文]",662-?,,
 838. 趙謙光: 2 首,male,,,,,	唐朝--河北道--衛州--汲縣(Ji Xian),poet詩人,,,
 839. 張鷟: 2 首,male,,658-730,,,	唐朝--河北道--深州--陸澤(Luze),"poet詩人,skilled at writing工於文,civil office[為官者：文]",695-727,,
 840. 魏元忠: 2 首,male,,?-715,,,,"calligrapher書法家,poet詩人",,,
 841. 李懷遠: 2 首,male,,?-706,,,唐朝--河北道--邢州--柏仁(Bairen),"poet詩人,office: chief councilor[宰相]",701-705,,
 842. 蘇瑰: 2 首,,,,,,,,,,
 843. 崔日知: 2 首,male,,,,,唐朝--河南道--滑州--靈昌(Lingchang),poet詩人,711-856,,
 844. 楊廉: 2 首,male,,,,,,poet詩人,,,
 845. 張錫: 2 首,,,,,,,,,,
 846. 解琬: 2 首,male,,?-718,,,唐朝--河北道--魏州--元城(Yuancheng),poet詩人,698-717,,
 847. 鄭繇: 2 首,male,,,,,,"poet詩人,skilled at writing工於文",713-729,,
 848. 蘇晉: 2 首,male,,676-734,,,唐朝--關內道--京兆--藍田(Lantian),"poet詩人,civil office[為官者：文]",713-726,,
 849. 王光庭: 2 首,,,,,,,,,,
 850. 宋鼎: 2 首,male,,,,,唐朝--河北道--幽州--廣平(Guangping),,741-840,,
 851. 張宣明: 2 首,male,,,,,,"poet詩人,skilled at writing工於文",,,
 852. 蔡隱丘: 2 首,,,,,,,,,,
 853. 張翬: 2 首,male,,,,,	唐朝--江南道--潤州--丹陽(Danyang),skilled at writing工於文,,,
 854. 談戭: 2 首,male,,,,,唐朝--江南道--潤州--曲阿(Qu'e),poet詩人,,,
 855. 樊晃: 2 首,male,,,,,唐朝--江南道--潤州--句容(Jurong),"poet詩人,skilled at writing工於文",749-773,,
 856. 李憕: 2 首,male,,?-755,,,唐朝--河東道--太原--文水(Wenshui),skilled at writing工於文,721-889,,
 857. 邢巨: 2 首,male,,,,,唐朝--淮南道--揚州(Yang Zhou),"poet詩人,skilled at writing工於文",,,
 858. 薛業: 2 首,male,,,,,,poet詩人,,,
 859. 袁瓘: 2 首,male,,,,,唐朝--河南道--宋州(Song Zhou),poet詩人,,,
 860. 寇坦: 2 首,,,,,,,,,,
 861. 李休烈: 2 首,,,,,,,,,,
 862. 李林甫: 2 首,male,,?-752,,,"唐朝--關內道--京兆--長安(Chang'an),唐朝--關內道--京兆--萬年(Wannian)","painter畫家,poet詩人,skilled at writing工於文,office: chief councilor[宰相]",713-747,,
 863. 楊炎: 2 首,male,,727-781,,,"	唐朝--關內道--岐州--扶風(Fufeng),唐朝--關內道--華州--華陰(Huayin)","painter畫家,poet詩人,skilled at writing工於文,office: chief councilor[宰相]",766-781,,
 864. 範朝: 2 首,,,,,,,,,,
 865. 韋丹: 2 首,male,,753-810,,,唐朝--關內道--京兆--萬年(Wannian),poet詩人,788-807,,
 866. 蕭昕: 2 首,male,,699-791,,,唐朝--河北道--河南--洛陽(Luoyang),"poet詩人,civil office[為官者：文]",755-787,,
 867. 沈宇: 2 首,male,,,,,,poet詩人,742-?,,
 868. 楊諫: 2 首,male,,,,,"	唐朝--河北道--河南--洛陽(Luoyang),唐朝--關內道--華州--華陰(Huayin)","poet詩人,civil office[為官者：文]",,,
 869. 趙良器: 2 首,male,,,,,唐朝--河東道--蒲州--河東(Hedong),"poet詩人,skilled at writing工於文",727-742,,
 870. 郭良: 2 首,,,,,,,,,,
 871. 李收: 2 首,male,,,,,,poet詩人,749-765,,
 872. 屈同仙: 2 首,male,,,,,,poet詩人,742-?,,
 873. 豆盧複: 2 首,,,,,,,,,,
 874. 芮挺章: 2 首,male,,,,,,poet詩人,,,
 875. 陳季: 2 首,male,,,,,,poet詩人,,,
 876. 王邕: 2 首,male,,,,,	唐朝--河東道--太原--晉陽(Jinyang),"poet詩人,skilled at writing工於文",,,
 877. 李棲筠: 2 首,male,,,,,,,,,
 878. 徐浩: 2 首,male,,703-782,,,	唐朝--江南道--越州--剡縣(Yan Xian),,733-781,,
 879. 薛令之: 2 首,male,,?-756,,,唐朝--江南道--福州--長溪(Changxi),"poet詩人,civil office[為官者：文]",,,
