作者,詩歌數量,總字符數,平均每首詩字符數,1gram詞彙數,2gram詞彙數,3gram詞彙數,4gram詞彙數
王鍇著,1,64,64.0,50,50,50,50
鄧洵美著,1,64,64.0,50,50,50,50
劉坦著,1,36,36.0,32,32,32,32
楊昭儉著,1,34,34.0,26,29,31,31
李瀚1著,1,36,36.0,30,31,32,32
張仁溥著,1,36,36.0,30,31,32,32
韓昭裔著,1,36,36.0,30,32,32,32
趙延壽著,1,60,60.0,50,50,50,50
崔居儉著,1,40,40.0,35,36,36,36
盧文紀著,1,40,40.0,35,36,36,36
朱褒著,1,36,36.0,31,32,32,32
王易簡著,1,36,36.0,29,32,32,32
李京著,1,48,48.0,42,43,44,44
王鎔著,1,127,127.0,50,50,50,50
張格著,1,64,64.0,50,50,50,50
劉辟著,1,144,144.0,50,50,50,50
鄭頲著,1,23,23.0,19,22,21,20
李密著,1,110,110.0,50,50,50,50
陳璠著,1,34,34.0,31,31,31,31
朱元著,1,36,36.0,25,30,32,32
張隱著,1,36,36.0,32,32,32,32
成輔端著,1,32,32.0,29,30,30,29
李贊華著,1,24,24.0,21,22,22,21
王巨仁著,1,34,34.0,29,31,31,31
長屋著,1,20,20.0,20,19,18,17
朝衡著,1,72,72.0,50,50,50,50
韋遵著,1,36,36.0,32,32,32,32
李征古著,1,24,24.0,20,21,21,21
李昉著,1,64,64.0,50,50,50,50
馬致恭著,1,64,64.0,50,50,50,50
周庠著,1,64,64.0,50,50,50,50
陳元裕著,1,48,48.0,43,44,44,44
王沂著,1,48,48.0,43,44,44,44
喬舜著,1,48,48.0,42,44,44,44
鐘蒨著,1,48,48.0,42,44,44,44
謝仲宣著,1,48,48.0,42,44,44,44
孫峴著,1,48,48.0,44,44,44,44
陳彥著,1,36,36.0,30,32,32,32
朱存著,1,32,32.0,28,30,30,29
韓垂著,1,46,46.0,39,43,43,43
李詢著,1,36,36.0,30,32,32,32
梁藻著,1,34,34.0,31,31,31,31
李羽著,1,36,36.0,32,32,32,32
何昌齡著,1,36,36.0,30,32,32,32
韓定辭著,1,34,34.0,31,31,31,31
馬彧著,1,36,36.0,31,32,32,32
查文徽著,1,64,64.0,50,50,50,50
包穎著,1,64,64.0,50,50,50,50
高越著,1,32,32.0,30,30,30,29
陳貺著,1,48,48.0,41,43,44,44
韋鼎著,1,46,46.0,43,43,43,43
孟賓于著,1,36,36.0,32,32,32,32
張義方著,1,64,64.0,50,50,50,50
朱可名著,1,48,48.0,43,44,44,44
易重著,1,64,64.0,50,50,50,50
高拯著,1,36,36.0,31,32,32,32
豆盧榮著,1,72,72.0,50,50,50,50
陳師穆著,1,72,72.0,50,50,50,50
李應著,1,72,72.0,50,50,50,50
庾承宣著,1,72,72.0,50,50,50,50
陸瀍著,1,48,48.0,44,44,44,44
崔恭著,1,48,48.0,43,44,44,44
韓察著,1,48,48.0,43,44,44,44
張弘靖著,1,48,48.0,43,44,44,44
夏方慶著,1,72,72.0,50,50,50,50
陳九流著,1,72,72.0,50,50,50,50
柳道倫著,1,72,72.0,50,50,50,50
邵偃著,1,72,72.0,50,50,50,50
樊陽源著,1,72,72.0,50,50,50,50
高弁著,1,72,72.0,50,50,50,50
韋紓著,1,72,72.0,50,50,50,50
劉遵古著,1,72,72.0,50,50,50,50
賈棱著,1,72,72.0,50,50,50,50
楊於陵著,1,72,72.0,50,50,50,50
車緬著,1,72,72.0,50,50,50,50
杜羔著,1,40,40.0,36,36,36,36
李君房著,1,72,72.0,50,50,50,50
許堯佐著,1,72,72.0,50,50,50,50
李正辭著,1,72,72.0,50,50,50,50
陸複禮著,1,72,72.0,50,50,50,50
王履貞著,1,72,72.0,50,50,50,50
李季何著,1,72,72.0,50,50,50,50
李行敏著,1,72,72.0,50,50,50,50
徐牧著,1,72,72.0,50,50,50,50
萬彤雲著,1,36,36.0,30,31,32,32
曹著著,1,72,72.0,50,50,50,50
李君何著,1,72,72.0,50,50,50,50
俞簡著,1,72,72.0,50,50,50,50
胡直鈞著,1,72,72.0,50,50,50,50
杜元穎著,1,72,72.0,50,50,50,50
王鑒著,1,72,72.0,50,50,50,50
吳丹著,1,72,72.0,50,50,50,50
鄭俞著,1,72,72.0,50,50,50,50
邵楚萇著,1,64,64.0,50,50,50,50
封孟紳著,1,72,72.0,50,50,50,50
王損之著,1,72,72.0,50,50,50,50
李諒著,1,124,124.0,50,50,50,50
陳諷著,1,72,72.0,50,50,50,50
嚴休複著,1,72,72.0,50,50,50,50
繁知一著,1,36,36.0,29,31,32,32
張彤著,1,64,64.0,50,50,50,50
韋式著,1,67,67.0,50,50,50,50
張渾著,1,92,92.0,50,50,50,50
盧真著,1,92,92.0,50,50,50,50
鄭據著,1,92,92.0,50,50,50,50
劉真著,1,92,92.0,50,50,50,50
吉皎著,1,92,92.0,50,50,50,50
胡杲著,1,92,92.0,50,50,50,50
樊宗師著,1,119,119.0,50,50,50,50
皇甫鏞著,1,36,36.0,31,32,32,32
于敖著,1,32,32.0,29,30,30,29
盧士政著,1,48,48.0,43,44,44,44
裴逵著,1,72,72.0,50,50,50,50
郭鄖著,1,64,64.0,50,50,50,50
陳元初著,1,42,42.0,34,37,38,39
杜奕著,1,42,42.0,36,37,38,39
沈仲昌著,1,23,23.0,21,21,21,20
賈弇著,1,23,23.0,21,21,21,20
李子卿著,1,72,72.0,50,50,50,50
于尹躬著,1,72,72.0,50,50,50,50
崔季卿著,1,36,36.0,30,32,32,32
夏侯審著,1,36,36.0,32,32,32,32
吉中孚著,1,72,72.0,50,50,50,50
沈回著,1,72,72.0,50,50,50,50
裴達著,1,72,72.0,50,50,50,50
獨孤實著,1,48,48.0,44,44,44,44
張季略著,1,72,72.0,50,50,50,50
崔績著,1,72,72.0,50,50,50,50
楊系著,1,72,72.0,50,50,50,50
元友直著,1,72,72.0,50,50,50,50
丁位著,1,72,72.0,50,50,50,50
張昔著,1,72,72.0,50,50,50,50
常沂著,1,72,72.0,50,50,50,50
張蒙著,1,72,72.0,50,50,50,50
暢諸著,1,44,44.0,40,42,42,41
王儲著,1,72,72.0,50,50,50,50
獨孤授著,1,72,72.0,50,50,50,50
韋同則著,1,36,36.0,29,32,32,32
李夷簡著,1,144,144.0,50,50,50,50
王觀著,1,44,44.0,40,42,42,41
崔瓘著,1,34,34.0,29,31,31,31
徐放著,1,48,48.0,44,44,44,44
張正一著,1,48,48.0,43,44,44,44
趙宗儒著,1,48,48.0,44,44,44,44
歸登著,1,40,40.0,33,35,36,36
張署著,1,64,64.0,50,50,50,50
袁高著,1,230,230.0,50,50,50,50
王智興著,1,36,36.0,32,32,32,32
盧群著,1,64,64.0,50,50,50,50
陳京著,1,40,40.0,34,36,36,36
駱浚著,1,36,36.0,32,32,32,32
何頻瑜著,1,72,72.0,50,50,50,50
邵真著,1,24,24.0,23,23,22,21
韋執中著,1,48,48.0,42,44,44,44
羅珦著,1,64,64.0,50,50,50,50
高崇文著,1,36,36.0,29,31,32,32
獨孤良器著,1,72,72.0,50,50,50,50
謝勮著,1,152,152.0,50,50,50,50
薛戎著,1,152,152.0,50,50,50,50
羊滔著,1,151,151.0,50,50,50,50
李深著,1,152,152.0,50,50,50,50
范元凱著,1,36,36.0,32,32,32,32
李彥遠著,1,44,44.0,39,41,42,41
朱彬著,1,23,23.0,23,22,21,20
王公亮著,1,69,69.0,50,50,50,50
獨孤良弼著,1,72,72.0,50,50,50,50
唐思言著,1,64,64.0,50,50,50,50
盧求著,1,48,48.0,44,44,44,44
李損之著,1,72,72.0,50,50,50,50
李衢著,1,72,72.0,50,50,50,50
裴思謙著,1,36,36.0,32,32,32,32
尹璞著,1,36,36.0,28,30,32,32
鐘輅著,1,72,72.0,50,50,50,50
李章武著,1,36,36.0,30,32,32,32
房千里著,1,64,64.0,50,50,50,50
柴夔著,1,64,64.0,50,50,50,50
許玫著,1,62,62.0,50,50,50,50
庾敬休著,1,72,72.0,50,50,50,50
王彥威著,1,64,64.0,50,50,50,50
長孫翱著,1,32,32.0,28,30,30,29
牛叢著,1,36,36.0,30,31,32,32
楊洵美著,1,72,72.0,50,50,50,50
李甘著,1,34,34.0,29,31,31,31
竇洵直著,1,72,72.0,50,50,50,50
趙存約著,1,72,72.0,50,50,50,50
孔溫業著,1,72,72.0,50,50,50,50
崔郾著,1,64,64.0,50,50,50,50
韋瓘著,1,64,64.0,50,50,50,50
劉三複著,1,64,64.0,50,50,50,50
李虞著,1,36,36.0,32,32,32,32
梁鉉著,1,72,72.0,50,50,50,50
劉魯風著,1,36,36.0,29,32,32,32
許瀍著,1,32,32.0,29,30,30,29
陳上美著,1,64,64.0,50,50,50,50
裴澄著,1,66,66.0,50,50,50,50
郭圓著,1,34,34.0,29,30,31,31
孟守著,1,64,64.0,50,50,50,50
石貫著,1,64,64.0,50,50,50,50
丘上卿著,1,64,64.0,50,50,50,50
張道符著,1,64,64.0,50,50,50,50
崔軒著,1,64,64.0,50,50,50,50
樊驤著,1,64,64.0,50,50,50,50
裴翻著,1,64,64.0,50,50,50,50
劉耕著,1,64,64.0,50,50,50,50
孟球著,1,64,64.0,50,50,50,50
高退之著,1,64,64.0,50,50,50,50
路貫著,1,64,64.0,50,50,50,50
薛宜僚著,1,72,72.0,50,50,50,50
楊鴻著,1,36,36.0,29,31,32,32
劉莊物著,1,69,69.0,50,50,50,50
張鷺著,1,69,69.0,50,50,50,50
錢可複著,1,69,69.0,50,50,50,50
王樞著,1,36,36.0,27,31,32,32
彭蟾著,1,64,64.0,50,50,50,50
殷潛之著,1,168,168.0,50,50,50,50
嚴惲著,1,32,32.0,23,29,30,29
曹汾著,1,64,64.0,50,50,50,50
邢群著,1,64,64.0,50,50,50,50
馮涯著,1,72,72.0,50,50,50,50
崔元略著,1,64,64.0,50,50,50,50
崔郊著,1,34,34.0,31,31,31,31
焦鬱著,1,98,98.0,50,50,50,50
焦郁著,1,72,72.0,50,50,50,50
先汪著,1,36,36.0,32,32,32,32
孫革著,1,24,24.0,23,23,22,21
王仲舒著,1,36,36.0,32,32,32,32
盧景亮著,1,72,72.0,50,50,50,50
張頂著,1,34,34.0,29,31,31,31
浩虛舟著,1,72,72.0,50,50,50,50
鄭立之著,1,34,34.0,31,31,31,31
殷堯恭著,1,72,72.0,50,50,50,50
李秘著,1,48,48.0,43,44,44,44
裴交泰著,1,34,34.0,28,30,31,31
楊厚著,1,44,44.0,42,42,42,41
薛zm著,1,36,36.0,32,32,32,32
張儼著,1,72,72.0,50,50,50,50
呂群著,1,48,48.0,44,44,44,44
何元上著,1,64,64.0,50,50,50,50
段弘古著,1,36,36.0,31,32,32,32
徐希仁著,1,24,24.0,22,23,22,21
賀蘭朋吉著,1,48,48.0,43,44,44,44
李溟著,1,44,44.0,42,42,42,41
嚴公貺著,1,48,48.0,43,44,44,44
嚴公弼著,1,36,36.0,31,32,32,32
獨孤申叔著,1,72,72.0,50,50,50,50
張瀛著,1,141,141.0,50,50,50,50
張燦著,1,48,48.0,41,43,44,44
羅立言著,1,72,72.0,50,50,50,50
汪萬於著,1,44,44.0,42,42,42,41
何儒亮著,1,72,72.0,50,50,50,50
李宗閔著,1,64,64.0,50,50,50,50
韋表微著,1,200,200.0,50,50,50,50
張勝之著,1,69,69.0,50,50,50,50
張複著,1,69,69.0,50,50,50,50
蕭建著,1,36,36.0,31,32,32,32
劉軻著,1,72,72.0,50,50,50,50
獨孤鉉著,1,72,72.0,50,50,50,50
吳晃著,1,69,69.0,50,50,50,50
紀元皋著,1,69,69.0,50,50,50,50
王季則著,1,69,69.0,50,50,50,50
潘存實著,1,72,72.0,50,50,50,50
皇甫曙著,1,64,64.0,50,50,50,50
廖有方著,1,34,34.0,30,31,31,31
盧宗回著,1,64,64.0,50,50,50,50
高銖著,1,48,48.0,43,44,44,44
王質著,1,72,72.0,50,50,50,50
郭周藩著,1,276,276.0,50,50,50,50
陶雍著,1,120,120.0,50,50,50,50
陳彥博著,1,72,72.0,50,50,50,50
賈謨著,1,72,72.0,50,50,50,50
範傳質著,1,66,66.0,50,50,50,50
盧鈞著,1,66,66.0,50,50,50,50
崔公信著,1,48,48.0,44,44,44,44
馬植著,1,64,64.0,50,50,50,50
李虞仲著,1,72,72.0,50,50,50,50
耿玉真著,1,50,50.0,47,47,47,47
